n,id,name,forename,surname,course,school,tutor,career,year,support,photo,username
735,10039271,Elfie Jahn,Elfie,Jahn,BA Hons Geography with Business,Business School,Allison Chan,PGR,1,N,23,mnylv6
736,10656190,Addia Withams,Addia,Withams,BSc Hons Accounting and Business,Business School,Simon Chew,PGR,1,N,5,uqysj5
737,10367207,Elia O'Neary,Elia,O'Neary,MSc International Business,Biosciences,Andrew Allen,PGT,3,N,31,dsyzm4
738,10045025,Ginny Prettyjohn,Ginny,Prettyjohn,MBA Business Administration,Politics and International Relations,Joshua Clarke,PGR,4,N,44,lpyif6
739,10400983,Orsola Bruckmann,Orsola,Bruckmann,BSc Hons Agricultural Business Management,Biosciences,Frances Coady,UG,2,N,9,avyrp2
740,10115832,Garth Stanner,Garth,Stanner,MSc International Business,Law,Joshua Clarke,UG,2,N,32,bsyff4
741,10225593,Lucais Setterington,Lucais,Setterington,MSc International Business,Philosophy,Andrew Allen,UG,2,N,5,oeyls0
742,10647479,Rachelle De Atta,Rachelle,De,MBA Business Administration,Philosophy,Simon Chew,PGR,3,N,34,moykg5
743,10825436,Willy Alphege,Willy,Alphege,BA Hons Geography with Business,Law,Kevin Berry,UG,1,N,43,rnylc2
744,10210712,Dora Chastel,Dora,Chastel,MBA Business Administration,Philosophy,Allison Chan,UG,1,N,9,soycl0
745,10778072,Elwira Enderby,Elwira,Enderby,MSc International Business,Biosciences,Patricia Collins,UG,2,N,46,xkyoa8
746,10162651,Brinn Cheese,Brinn,Cheese,MBA Business Administration,Law,Kevin Berry,PGT,1,N,25,ntycc2
747,10869777,Dicky Shanks,Dicky,Shanks,MSc International Business,Business School,Andrew Allen,PGT,2,N,47,vmybn6
748,10416704,Lanita Vasyanin,Lanita,Vasyanin,BSc Hons Accounting and Business,Politics and International Relations,Joshua Clarke,PGR,2,N,4,ebyrf2
749,10441414,Terry Melbury,Terry,Melbury,BSc Hons Agricultural Business Management,Politics and International Relations,Andrew Allen,UG,2,N,15,jcydq8
750,10932827,Lotti Langhorne,Lotti,Langhorne,BA Hons Geography with Business,Philosophy,Frances Coady,PGR,1,N,23,brytb7
751,10795556,Karry Agglione,Karry,Agglione,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,UG,2,N,12,veyzk0
752,10048118,Ben Habishaw,Ben,Habishaw,BSc Hons Agricultural Business Management,Philosophy,Frances Coady,UG,1,Y,12,anyks7
753,10036720,Fianna Dragonette,Fianna,Dragonette,BSc Hons Agricultural Business Management,Law,Kevin Berry,UG,3,N,25,lyyyz1
754,10760855,Leshia Bartolomeo,Leshia,Bartolomeo,BA Hons Geography with Business,Biosciences,Simon Chew,PGT,1,N,19,qvykq1
755,10203323,Yolande Roger,Yolande,Roger,MSc International Business,Biosciences,Andrew Allen,PGR,2,N,17,mxymp8
756,10511824,Dania Feavearyear,Dania,Feavearyear,MSc International Business,Politics and International Relations,Frances Coady,PGR,1,N,15,tlyuz3
757,10619859,Drusilla Caush,Drusilla,Caush,MBA Business Administration,Business School,Frances Coady,UG,3,N,37,lkyfo0
758,10629598,Lenette Wych,Lenette,Wych,MSc Business and Management,Philosophy,Frances Coady,UG,4,N,48,rqyii3
759,10342880,Lynette Dalwood,Lynette,Dalwood,BA Hons Geography with Business,Law,Simon Chew,PGR,1,N,40,bmyfb3
760,10774044,Dalenna Thistleton,Dalenna,Thistleton,MSc International Business,Philosophy,Simon Chew,UG,2,N,50,iwypj2
761,10150040,Alasdair O'Shevlin,Alasdair,O'Shevlin,BSc Hons Accounting and Business,Business School,Frances Coady,PGT,1,N,13,mwyei1
762,10261444,Berty Deniset,Berty,Deniset,MBA Business Administration,Politics and International Relations,Susan Burke,PGR,3,N,5,ihydv5
763,10384179,Terrill Tully,Terrill,Tully,BSc Hons Agricultural Business Management,Biosciences,Allison Chan,PGT,1,N,35,oeyly0
764,10233127,Griffie Lampitt,Griffie,Lampitt,BSc Hons Accounting and Business,Philosophy,Allison Chan,UG,4,N,7,hqywf3
765,10706928,Melessa Eckersley,Melessa,Eckersley,BSc Hons Accounting and Business,Business School,Joshua Clarke,UG,3,N,34,ahyay1
766,10374204,Ahmed Aizlewood,Ahmed,Aizlewood,MSc Business and Management,Law,Susan Burke,UG,2,N,30,epymo9
767,10387444,Rici Paulou,Rici,Paulou,BSc Hons Agricultural Business Management,Law,Andrew Allen,UG,3,N,6,gfyzu8
768,10101219,Wilden Ranscomb,Wilden,Ranscomb,MBA Business Administration,Law,Kate Beard,PGT,2,N,46,iqyph3
769,10609983,Haleigh Crawcour,Haleigh,Crawcour,BA Hons Geography with Business,Philosophy,Kate Beard,PGT,2,N,30,giygg2
770,10452501,Sela Mingaye,Sela,Mingaye,BSc Hons Agricultural Business Management,Business School,Simon Chew,PGT,3,N,43,utyld5
771,10442718,Hadleigh Feighry,Hadleigh,Feighry,MSc Business and Management,Philosophy,Andrew Allen,PGT,3,N,10,hpyit1
772,10997507,Kerianne Monnery,Kerianne,Monnery,MSc Business and Management,Philosophy,Simon Chew,PGT,1,Y,36,rbyms2
773,10368172,Douglass Luckes,Douglass,Luckes,MSc Business and Management,Philosophy,Andrew Allen,PGT,2,N,47,cjyrh9
774,10805870,Karla Applegate,Karla,Applegate,BSc Hons Accounting and Business,Business School,Joshua Clarke,PGR,1,N,20,meykd5
775,10608753,Aurel Passo,Aurel,Passo,MSc International Business,Philosophy,Susan Burke,PGT,3,N,22,huyug3
776,10825782,Shelbi Crooke,Shelbi,Crooke,BSc Hons Agricultural Business Management,Law,Kate Beard,PGR,1,N,37,jmyqf0
777,10379450,Emylee Steele,Emylee,Steele,MBA Business Administration,Philosophy,Allison Chan,PGR,1,N,50,tfyqa1
778,10044779,Mellie Poley,Mellie,Poley,BSc Hons Accounting and Business,Law,Susan Burke,UG,1,N,47,tyyta8
779,10130843,Venus Essberger,Venus,Essberger,MSc International Business,Biosciences,Simon Chew,PGT,1,N,24,fjyuo0
780,10771581,Goober Feldheim,Goober,Feldheim,MBA Business Administration,Philosophy,Frances Coady,PGT,1,N,10,ssykd9
781,10322351,Sancho Oatley,Sancho,Oatley,BSc Hons Agricultural Business Management,Philosophy,Kevin Berry,PGR,1,N,8,ruygd3
782,10410049,Bartie Gladden,Bartie,Gladden,BA Hons Geography with Business,Philosophy,Allison Chan,PGR,1,Y,31,khynh3
783,10183311,Mae Butten,Mae,Butten,MSc International Business,Business School,Frances Coady,UG,2,N,23,sfyhf3
784,10808365,Evyn Makeswell,Evyn,Makeswell,BA Hons Geography with Business,Business School,Andrew Allen,PGR,1,N,6,giydt0
785,10353161,Norine Norvill,Norine,Norvill,MSc Business and Management,Politics and International Relations,Kate Beard,PGT,2,N,5,xvyss7
786,10100660,Rodrick Safell,Rodrick,Safell,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,PGR,3,Y,11,kkyjk9
787,10181853,Sigfried Middleton,Sigfried,Middleton,BSc Hons Agricultural Business Management,Law,Frances Coady,UG,3,N,20,ecyzv8
788,10124555,Anita Brockton,Anita,Brockton,BSc Hons Agricultural Business Management,Philosophy,Patricia Collins,UG,2,N,12,luyfy7
789,10692438,Rouvin Harriot,Rouvin,Harriot,MSc Business and Management,Biosciences,Frances Coady,UG,2,Y,10,erycw3
790,10026481,Gae De Michele,Gae,De,BSc Hons Accounting and Business,Biosciences,Joshua Clarke,UG,3,Y,19,rmyps1
791,10812315,Marysa Limpertz,Marysa,Limpertz,BSc Hons Agricultural Business Management,Business School,Kate Beard,PGR,1,N,38,snysa6
792,10291743,Rodolfo Emmanuele,Rodolfo,Emmanuele,BSc Hons Accounting and Business,Politics and International Relations,Patricia Collins,PGT,4,N,19,xiyhu1
793,10547379,Maddi Scrivenor,Maddi,Scrivenor,MBA Business Administration,Politics and International Relations,Allison Chan,PGT,1,N,25,byyvg0
794,10742447,Van Hesser,Van,Hesser,MBA Business Administration,Biosciences,Frances Coady,PGR,3,N,47,yuynx0
795,10034487,Barth McQuilliam,Barth,McQuilliam,BA Hons Geography with Business,Business School,Patricia Collins,UG,1,N,10,awycs7
796,10552306,Bella Soitoux,Bella,Soitoux,BSc Hons Accounting and Business,Law,Kevin Berry,PGR,1,N,16,ojyoh0
797,10143230,Foster Sherred,Foster,Sherred,MBA Business Administration,Politics and International Relations,Simon Chew,PGR,3,N,16,xbywo0
798,10857247,Kristyn Mulrean,Kristyn,Mulrean,MBA Business Administration,Law,Andrew Allen,PGR,2,N,17,csyia5
799,10504689,Basilio Neath,Basilio,Neath,BSc Hons Accounting and Business,Biosciences,Kate Beard,UG,1,N,2,ffybc3
800,10907755,Sherri MacKeogh,Sherri,MacKeogh,MBA Business Administration,Business School,Allison Chan,UG,3,N,28,heyfc2
801,10036501,Emlynne Stut,Emlynne,Stut,BSc Hons Accounting and Business,Philosophy,Joshua Clarke,UG,1,N,23,rzysm1
802,10611108,Vale Finci,Vale,Finci,BA Hons Geography with Business,Politics and International Relations,Joshua Clarke,PGT,3,N,8,fiyvd2
803,10819928,Solly Aviss,Solly,Aviss,BSc Hons Agricultural Business Management,Philosophy,Andrew Allen,PGR,2,N,38,ykywh4
804,10236069,Loni Fortnum,Loni,Fortnum,MBA Business Administration,Biosciences,Susan Burke,PGT,1,N,8,ihykv5
805,10579099,Ernesta Eshelby,Ernesta,Eshelby,BSc Hons Agricultural Business Management,Philosophy,Joshua Clarke,PGT,3,N,19,psyve8
806,10514789,Bastien Tomik,Bastien,Tomik,BSc Hons Accounting and Business,Philosophy,Allison Chan,PGR,1,N,36,feybj8
807,10267348,Porter Boullen,Porter,Boullen,MSc International Business,Business School,Allison Chan,UG,1,N,2,dgyzn4
808,10411203,Jana McGilmartin,Jana,McGilmartin,BSc Hons Accounting and Business,Politics and International Relations,Kevin Berry,UG,1,N,21,otymv1
809,10373556,Lexine Grundell,Lexine,Grundell,MSc International Business,Biosciences,Andrew Allen,UG,2,N,8,mrytd1
810,10947840,Tracy Parradice,Tracy,Parradice,BSc Hons Accounting and Business,Law,Simon Chew,UG,2,N,49,hjyus1
811,10410283,Jacqui Gutsell,Jacqui,Gutsell,MSc International Business,Philosophy,Joshua Clarke,UG,1,N,29,sfysv7
812,10034075,Skyler Stollmeyer,Skyler,Stollmeyer,BA Hons Geography with Business,Business School,Susan Burke,UG,1,N,20,cdytt6
813,10945144,Sean Reimer,Sean,Reimer,MSc Business and Management,Philosophy,Kate Beard,PGR,3,N,11,xxybz3
814,10321664,Moritz Rhodes,Moritz,Rhodes,MSc Business and Management,Business School,Andrew Allen,PGR,2,N,26,qyyry8
815,10864596,Harbert Lindholm,Harbert,Lindholm,MSc Business and Management,Law,Andrew Allen,PGR,3,N,29,qkyzm4
816,10526334,Blake Anwyl,Blake,Anwyl,MBA Business Administration,Law,Frances Coady,PGT,2,N,22,wuyjf3
817,10404251,Delly McDuffie,Delly,McDuffie,MBA Business Administration,Business School,Andrew Allen,PGR,3,N,22,xuynv2
818,10461374,Fin Ouver,Fin,Ouver,BSc Hons Agricultural Business Management,Politics and International Relations,Frances Coady,PGR,3,N,39,axyft4
819,10074823,Goran Teese,Goran,Teese,BA Hons Geography with Business,Politics and International Relations,Andrew Allen,UG,3,N,6,mnyqp3
820,10688480,Audrye Wrist,Audrye,Wrist,MSc Business and Management,Law,Frances Coady,PGR,3,N,17,yjybw7
821,10446957,Thibaut Daveridge,Thibaut,Daveridge,MSc Business and Management,Biosciences,Joshua Clarke,PGR,1,Y,42,agycw8
822,10697560,Hurley Embleton,Hurley,Embleton,MSc Business and Management,Politics and International Relations,Kate Beard,PGR,1,N,21,wkyuy9
823,10759239,Cissiee Tiley,Cissiee,Tiley,BSc Hons Accounting and Business,Politics and International Relations,Andrew Allen,UG,1,N,14,pbyii7
824,10169287,Roberto Tingley,Roberto,Tingley,BA Hons Geography with Business,Law,Allison Chan,PGT,1,N,4,xqylv1
825,10927356,Tymon Korting,Tymon,Korting,MBA Business Administration,Biosciences,Kate Beard,PGR,2,N,41,bjyxf0
826,10333292,Ruy McEwen,Ruy,McEwen,BSc Hons Agricultural Business Management,Biosciences,Kate Beard,PGR,1,N,23,wtyqy8
827,10660800,Corella Terris,Corella,Terris,MSc Business and Management,Politics and International Relations,Kevin Berry,PGT,1,N,44,snykp4
828,10392932,Rubi Attock,Rubi,Attock,MSc International Business,Biosciences,Kate Beard,UG,1,N,35,swyuj5
829,10580635,Vikki Benard,Vikki,Benard,MSc Business and Management,Law,Simon Chew,PGR,3,Y,13,ayyrx7
830,10895336,Hillard Fernier,Hillard,Fernier,MSc Business and Management,Politics and International Relations,Frances Coady,PGT,2,N,41,apyme8
831,10779879,Pietra Clemendet,Pietra,Clemendet,BSc Hons Accounting and Business,Business School,Andrew Allen,PGR,1,Y,49,yvyiw1
832,10924570,Keen Davidai,Keen,Davidai,MSc Business and Management,Business School,Kevin Berry,PGT,2,N,25,btypi5
833,10723703,Elna Ragg,Elna,Ragg,BSc Hons Agricultural Business Management,Business School,Kevin Berry,PGT,4,N,36,zpyvj3
834,10437001,Wilhelmine Klimontovich,Wilhelmine,Klimontovich,MSc International Business,Law,Allison Chan,PGR,3,N,11,upyli1
835,10595024,Sammy O'Luney,Sammy,O'Luney,MBA Business Administration,Politics and International Relations,Susan Burke,UG,1,N,29,tlyjy2
836,10797510,Abagail Alvin,Abagail,Alvin,MSc Business and Management,Philosophy,Allison Chan,PGT,3,N,32,ipyhh0
837,10240332,Elbertina Thomel,Elbertina,Thomel,MBA Business Administration,Politics and International Relations,Allison Chan,PGT,4,N,34,prydl5
838,10767902,Florina Po,Florina,Po,BSc Hons Accounting and Business,Business School,Andrew Allen,PGT,2,N,49,ckyhk0
839,10020230,Ethyl Hares,Ethyl,Hares,MSc Business and Management,Biosciences,Susan Burke,PGR,3,N,40,rcyck5
840,10456727,Brandea Beinisch,Brandea,Beinisch,BSc Hons Agricultural Business Management,Philosophy,Allison Chan,PGR,2,N,40,uhyzs6
841,10732470,Pietra Martini,Pietra,Martini,MBA Business Administration,Business School,Frances Coady,PGT,1,N,7,dvymg8
842,10697135,Gunner Al Hirsi,Gunner,Al,BA Hons Geography with Business,Law,Andrew Allen,PGT,1,N,22,jdyby5
843,10151389,Harald Marlow,Harald,Marlow,MSc Business and Management,Law,Frances Coady,PGR,3,Y,39,jsyvt8
844,10201649,Callie Ponton,Callie,Ponton,MBA Business Administration,Philosophy,Kate Beard,PGT,4,N,24,udybo5
845,10178072,Ermina Denington,Ermina,Denington,MSc Business and Management,Biosciences,Kevin Berry,UG,3,N,33,vqyha4
846,10769540,Stephannie Marvelley,Stephannie,Marvelley,BSc Hons Accounting and Business,Business School,Andrew Allen,PGT,3,N,17,wiyjp8
847,10361145,Eugene Pendergast,Eugene,Pendergast,MBA Business Administration,Biosciences,Joshua Clarke,PGR,2,N,29,wzyax1
848,10968912,Rivkah Danton,Rivkah,Danton,BSc Hons Accounting and Business,Law,Simon Chew,UG,1,N,40,efyhf9
849,10869766,Vidovik Simmings,Vidovik,Simmings,BA Hons Geography with Business,Law,Andrew Allen,PGR,1,N,14,rryjr6
850,10550601,Emelda Tallboy,Emelda,Tallboy,MSc International Business,Biosciences,Allison Chan,PGT,2,N,24,smyyr9
851,10674611,Asher Grissett,Asher,Grissett,MSc Business and Management,Politics and International Relations,Allison Chan,PGR,1,N,22,npyfv7
852,10026514,Lucilia Platfoot,Lucilia,Platfoot,BSc Hons Agricultural Business Management,Business School,Patricia Collins,UG,2,N,28,tryde9
853,10485545,Ira Rodenhurst,Ira,Rodenhurst,BA Hons Geography with Business,Philosophy,Kate Beard,PGR,3,N,8,lgyuw0
854,10429635,Gerry Keune,Gerry,Keune,MSc Business and Management,Politics and International Relations,Simon Chew,PGT,3,N,12,nhyaw9
855,10667774,Cecilio Collabine,Cecilio,Collabine,BSc Hons Accounting and Business,Law,Kate Beard,PGR,1,N,34,qxyai2
856,10913270,Izaak Escot,Izaak,Escot,BSc Hons Accounting and Business,Politics and International Relations,Allison Chan,UG,2,N,33,dtybt3
857,10329815,Jonell Fairley,Jonell,Fairley,MSc Business and Management,Biosciences,Kate Beard,PGT,3,N,42,ntyhb0
858,10987932,Igor Hinkley,Igor,Hinkley,BA Hons Geography with Business,Business School,Susan Burke,PGR,1,N,43,fdyxg3
859,10890595,Jany Scawn,Jany,Scawn,BA Hons Geography with Business,Philosophy,Joshua Clarke,UG,1,N,26,alyhu2
860,10616356,Pammi Lewty,Pammi,Lewty,MSc Business and Management,Biosciences,Kate Beard,PGR,2,N,39,obywk3
861,10366152,Sabina Cotillard,Sabina,Cotillard,MSc International Business,Law,Kevin Berry,PGR,2,N,12,gaybs2
862,10706357,Mohandis Knok,Mohandis,Knok,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,PGR,2,N,15,zhyfj0
863,10496104,Clemmy Rentcome,Clemmy,Rentcome,BSc Hons Agricultural Business Management,Philosophy,Allison Chan,UG,3,N,7,jgylh3
864,10186887,Baxie Dodman,Baxie,Dodman,MBA Business Administration,Philosophy,Frances Coady,PGT,1,Y,16,onymt7
865,10868115,Sarge Sparrowhawk,Sarge,Sparrowhawk,MSc Business and Management,Biosciences,Simon Chew,UG,2,N,31,dsyva0
866,10820316,Glynnis Barnewall,Glynnis,Barnewall,MBA Business Administration,Business School,Susan Burke,UG,2,N,32,czynd4
867,10714914,Titus Folbigg,Titus,Folbigg,MBA Business Administration,Philosophy,Susan Burke,UG,1,N,39,owyqh1
868,10076531,Chandal Leggs,Chandal,Leggs,MSc International Business,Law,Joshua Clarke,UG,2,N,4,eyyaw8
869,10547896,Far Coneley,Far,Coneley,MSc Business and Management,Biosciences,Kevin Berry,PGR,1,N,33,cdyhi7
870,10889647,Brian Cowlin,Brian,Cowlin,MSc International Business,Philosophy,Andrew Allen,UG,1,N,33,oxydo9
871,10487761,Madelena Amoore,Madelena,Amoore,MSc Business and Management,Law,Kevin Berry,PGT,3,N,34,uaygr3
872,10983098,Holmes Gaize,Holmes,Gaize,BA Hons Geography with Business,Business School,Frances Coady,UG,3,N,17,hyydb4
873,10311162,Zorina Pillans,Zorina,Pillans,BSc Hons Agricultural Business Management,Philosophy,Kate Beard,PGT,2,N,34,dqykm3
874,10043207,Noland Razoux,Noland,Razoux,MSc Business and Management,Biosciences,Joshua Clarke,PGR,1,N,6,qzyzp2
875,10551581,Modestine Southwood,Modestine,Southwood,BSc Hons Accounting and Business,Business School,Patricia Collins,PGR,2,N,1,zuymb6
876,10644777,Sheila-kathryn Irlam,Sheila-kathryn,Irlam,BA Hons Geography with Business,Law,Kevin Berry,UG,1,N,19,ypyep5
877,10566808,Frannie O'Sheils,Frannie,O'Sheils,MSc Business and Management,Philosophy,Joshua Clarke,PGR,1,N,20,iryos8
878,10477626,Jaynell Le Surf,Jaynell,Le,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,PGT,3,N,35,kfyhx2
879,10158693,Eberhard Shard,Eberhard,Shard,BSc Hons Agricultural Business Management,Biosciences,Susan Burke,PGR,1,N,18,pzymm4
880,10258226,Niven Benesevich,Niven,Benesevich,MSc International Business,Biosciences,Susan Burke,UG,3,N,12,tmybh3
881,10879821,Octavia Burnitt,Octavia,Burnitt,MBA Business Administration,Philosophy,Simon Chew,PGR,3,N,38,oiywl9
882,10376942,Cecelia Kenwyn,Cecelia,Kenwyn,MSc International Business,Business School,Allison Chan,PGT,1,N,14,zjywn3
883,10775229,Carry Daunter,Carry,Daunter,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,UG,1,N,20,reyjk9
884,10905323,Ainsley Monnoyer,Ainsley,Monnoyer,BSc Hons Accounting and Business,Business School,Joshua Clarke,PGR,1,N,39,qdyod9
885,10468034,Colas Safe,Colas,Safe,BA Hons Geography with Business,Philosophy,Andrew Allen,PGT,3,N,3,blyoi8
886,10098852,Kally Blackwood,Kally,Blackwood,BSc Hons Agricultural Business Management,Business School,Allison Chan,UG,1,N,42,ffygh3
887,10817808,Asa Pillifant,Asa,Pillifant,MSc Business and Management,Philosophy,Frances Coady,PGT,2,N,27,apyiz8
888,10331982,Barn Lambotin,Barn,Lambotin,BA Hons Geography with Business,Politics and International Relations,Allison Chan,PGT,1,N,20,udytn5
889,10588345,Skippie Andrejs,Skippie,Andrejs,MSc Business and Management,Biosciences,Joshua Clarke,PGR,4,N,46,psyos3
890,10990143,Binnie Terne,Binnie,Terne,MSc Business and Management,Philosophy,Allison Chan,UG,1,N,27,laywi5
891,10491647,Deni Schutte,Deni,Schutte,BA Hons Geography with Business,Politics and International Relations,Frances Coady,PGR,1,N,18,naywo6
892,10097179,Karlens Tombleson,Karlens,Tombleson,BSc Hons Accounting and Business,Law,Kate Beard,PGT,3,N,7,zqytn3
893,10276300,Gayel Kunrad,Gayel,Kunrad,MBA Business Administration,Business School,Kate Beard,UG,2,N,47,bfyuj6
894,10854556,Marsha Stollenberg,Marsha,Stollenberg,MBA Business Administration,Business School,Kate Beard,UG,1,N,4,wfytj6
